State,Description,Plate Image,Source
TN,Tennessee - Combat Medical Badge Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Combat%20Medical%20Badge.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/combat-medical-badge.html)
TN,Tennessee - Delta Sigma Theta Fraternity & Sorority,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Delta%20Sigma%20Theta.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/fraternity-and-sorority/delta-sigma-theta.html)
TN,Tennessee - Desert Storm Era Veteran Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Desert%20Storm%20Era%20Veteran.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/desert-storm-era.html)
TN,Tennessee - Desert Storm Veteran Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Desert%20Storm%20Veteran.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/desert-storm-veteran.html)
TN,Tennessee - Disabled Veteran Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Disabled%20Veteran.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/disabled-veteran.html)
TN,Tennessee - Distinguished Flying Cross Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Distinguished%20Flying%20Cross.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/flying-cross.html)
TN,Tennessee - Distinguished Service Cross Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Distinguished%20Service%20Cross.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/service-cross.html)
TN,Tennessee - Dollywood Foundation For Children,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Dollywood%20Foundation.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/childrens-plates/dollywood-foundation.html)
TN,Tennessee - Down Syndrome Awareness Clubs & Organizations,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Down%20Syndrome%20Awareness.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/clubs-and-organizations/down-syndrome.html)
TN,Tennessee - Drive Electric Tennessee Environment & Conservation,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Drive%20Electric%20Tennessee.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/environment-and-conservation/drive-electric-tennessee.html)
TN,Tennessee - Driving to a Cure - Breast Cancer Awareness Clubs & Organizations,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Driving%20to%20a%20Cure%20-%20Breast%20Cancer%20Awareness.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/clubs-and-organizations/driving-to-a-cure.html)
TN,"Tennessee - Ducks Unlimited Clubs & Organizations, Wildlife & Animal",![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Ducks%20Unlimited.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/clubs-and-organizations/ducks-unlimited.html)
TN,"Tennessee - East Tennessee Children's Hospital Hospitals, For Children",![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/East%20Tennessee%20Children%27s%20Hospital.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/hospital-plates/east-tn-children-s-hospital.html)
TN,Tennessee - East Tennessee State Collegiate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/East%20Tennessee%20State.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/collegiate-plates/etsu.html)
TN,Tennessee - Elvis Presley Memorial Trauma Center Hospitals,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Elvis%20Presley%20Memorial%20Trauma%20Center.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/hospital-plates/elvis.html)
TN,Tennessee - Emergency - E Plate Emergency & Safety,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Emergency%20-%20E%20Plate.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/emergency-and-safety/emergency.html)
TN,Tennessee - Enemy Evadee Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Enemy%20Evadee.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/enemy-evadee.html)
TN,Tennessee - Environment - State Parks Environment & Conservation,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Environment%20-%20State%20Parks.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/environment-and-conservation/environment-state-parks.html)
TN,Tennessee - Equity Alliance Clubs & Organizations,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Equity%20Alliance.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/clubs-and-organizations/equity-alliance.html)
TN,Tennessee - Explore TN Clubs & Organizations,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Explore%20TN.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/clubs-and-organizations/explore-tn.html)
TN,Tennessee - Firefighter Emergency & Safety,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Firefighter.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/emergency-and-safety/firefighter.html)
TN,Tennessee - Fish & Wildlife Species - Bear Wildlife & Animal,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Fish%20%26%20Wildlife%20Species%20-%20Bear.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/wildlife-and-animal/wildlife-bear.html)
TN,Tennessee - Fish & Wildlife Species - Turkey Wildlife & Animal,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Fish%20%26%20Wildlife%20Species%20-%20Turkey.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/wildlife-and-animal/wildlife-turkey.html)
TN,Tennessee - Florida Collegiate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Florida.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/collegiate-plates/florida.html)
TN,Tennessee - Florida State Collegiate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Florida%20State.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/collegiate-plates/florida-state.html)
TN,"Tennessee - Fraternal Order of Police Clubs & Organizations, Emergency & Safety",![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Fraternal%20Order%20of%20Police.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/clubs-and-organizations/fraternal-order-of-police.html)
TN,Tennessee - Fraternal Order of Police - Associate Member Clubs & Organizations,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Fraternal%20Order%20of%20Police%20-%20Associate%20Member.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/clubs-and-organizations/fop-associate-member.html)
TN,Tennessee - Freed-Hardeman Collegiate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Freed-Hardeman.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/collegiate-plates/freed-hardeman.html)
TN,"Tennessee - Friends of Shelby Bottoms Environment & Conservation, Clubs & Organizations",![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Friends%20of%20Shelby%20Bottoms.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/environment-and-conservation/friends-shelby-bottoms.html)
TN,Tennessee - Friends of Sycamore Shoals Historic Area Environment & Conservation,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Friends%20of%20Sycamore%20Shoals%20Historic%20Area.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/environment-and-conservation/friends-sycamore-shoals.html)
TN,"Tennessee - Friends of the Great Smoky Mountains Environment & Conservation, Clubs & Organizations",![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Friends%20of%20the%20Great%20Smoky%20Mountains.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/environment-and-conservation/friends-of-smokies.html)
TN,Tennessee - Georgia Tech Collegiate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Georgia%20Tech.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/collegiate-plates/georgia-tech.html)
TN,Tennessee - Gold Star Family Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Gold%20Star%20Family.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/gold-star-family.html)
TN,Tennessee - Harpeth River Watershed Environment & Conservation,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Harpeth%20River%20Watershed.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/environment-and-conservation/protecting-rivers.html)
TN,Tennessee - Helping Schools For Children,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Helping%20Schools.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/childrens-plates/helping-schools.html)
TN,Tennessee - Historic Franklin Environment & Conservation,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Historic%20Franklin.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/environment-and-conservation/historic-franklin.html)
TN,Tennessee - Honorably Discharged Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Honorably%20Discharged.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/honorably-discharged.html)
TN,Tennessee - Indiana University Collegiate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Indiana%20University.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/collegiate-plates/indiana.html)
TN,Tennessee - International Association of Firefighters Clubs & Organizations,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/International%20Association%20of%20Firefighters.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/clubs-and-organizations/iaff.html)
TN,Tennessee - Isaiah 117 House For Children,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Isaiah%20117%20House.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/childrens-plates/isaiah-117-house.html)
TN,Tennessee - Jackson State University Collegiate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Jackson%20State%20University.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/collegiate-plates/jackson-state.html)
TN,Tennessee - Kappa Alpha Psi Fraternity & Sorority,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Kappa%20Alpha%20Psi.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/fraternity-and-sorority/kappa-alpha-psi.html)
TN,Tennessee - Kentucky Collegiate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Kentucky.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/collegiate-plates/kentucky.html)
TN,Tennessee - Korean Service Defense Medal Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Korean%20Service%20Defense%20Medal.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/korean-defense-medal.html)
TN,Tennessee - Korean War Era Veteran Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Korean%20War%20Era%20Veteran.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/korean-war-era.html)
TN,Tennessee - Korean War Veteran Military & Memorial,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Korean%20War%20Veteran.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/military-and-memorial/korean-war.html)
TN,Tennessee - Lane College Collegiate,![Plate](https://keegan-beautiful-public-data.s3.amazonaws.com/license-plates/TN/Lane%20College.jpg),[Source](https://www.tn.gov/content/tn/revenue/title-and-registration/license-plates/available-license-plates/collegiate-plates/lane-college.html)
